"","Var1","Var2","Var3","value","L1"
"189",3,"Male",16,0.999132436183611,"USfixed_preIFQ"
"190",4,"Male",16,0.999132436183611,"USfixed_preIFQ"
"191",5,"Male",16,0.999132436183611,"USfixed_preIFQ"
"192",6,"Male",16,0.999132436183611,"USfixed_preIFQ"
"193",1,"Female",17,0.999999380789316,"USfixed_preIFQ"
"194",2,"Female",17,0.999999380789316,"USfixed_preIFQ"
"195",3,"Female",17,0.999999380789316,"USfixed_preIFQ"
"196",4,"Female",17,0.999999380789316,"USfixed_preIFQ"
"197",5,"Female",17,0.999999380789316,"USfixed_preIFQ"
"198",6,"Female",17,0.999999380789316,"USfixed_preIFQ"
"199",1,"Male",17,0.99948089935902,"USfixed_preIFQ"
"200",2,"Male",17,0.99948089935902,"USfixed_preIFQ"
"201",3,"Male",17,0.99948089935902,"USfixed_preIFQ"
"202",4,"Male",17,0.99948089935902,"USfixed_preIFQ"
"203",5,"Male",17,0.99948089935902,"USfixed_preIFQ"
"204",6,"Male",17,0.99948089935902,"USfixed_preIFQ"
"205",1,"Female",18,0.999999744233239,"USfixed_preIFQ"
"206",2,"Female",18,0.999999744233239,"USfixed_preIFQ"
"207",3,"Female",18,0.999999744233239,"USfixed_preIFQ"
"208",4,"Female",18,0.999999744233239,"USfixed_preIFQ"
"209",5,"Female",18,0.999999744233239,"USfixed_preIFQ"
"210",6,"Female",18,0.999999744233239,"USfixed_preIFQ"
"211",1,"Male",18,0.999689443326478,"USfixed_preIFQ"
"212",2,"Male",18,0.999689443326478,"USfixed_preIFQ"
"213",3,"Male",18,0.999689443326478,"USfixed_preIFQ"
"214",4,"Male",18,0.999689443326478,"USfixed_preIFQ"
"215",5,"Male",18,0.999689443326478,"USfixed_preIFQ"
"216",6,"Male",18,0.999689443326478,"USfixed_preIFQ"
"217",1,"Female",19,0.999999894354823,"USfixed_preIFQ"
"218",2,"Female",19,0.999999894354823,"USfixed_preIFQ"
"219",3,"Female",19,0.999999894354823,"USfixed_preIFQ"
"220",4,"Female",19,0.999999894354823,"USfixed_preIFQ"
"221",5,"Female",19,0.999999894354823,"USfixed_preIFQ"
"222",6,"Female",19,0.999999894354823,"USfixed_preIFQ"
"223",1,"Male",19,0.999814222221907,"USfixed_preIFQ"
"224",2,"Male",19,0.999814222221907,"USfixed_preIFQ"
"225",3,"Male",19,0.999814222221907,"USfixed_preIFQ"
"226",4,"Male",19,0.999814222221907,"USfixed_preIFQ"
"227",5,"Male",19,0.999814222221907,"USfixed_preIFQ"
"228",6,"Male",19,0.999814222221907,"USfixed_preIFQ"
"229",1,"Female",20,0.999999956362968,"USfixed_preIFQ"
"230",2,"Female",20,0.999999956362968,"USfixed_preIFQ"
"231",3,"Female",20,0.999999956362968,"USfixed_preIFQ"
"232",4,"Female",20,0.999999956362968,"USfixed_preIFQ"
"233",5,"Female",20,0.999999956362968,"USfixed_preIFQ"
"234",6,"Female",20,0.999999956362968,"USfixed_preIFQ"
"235",1,"Male",20,0.999888871645677,"USfixed_preIFQ"
"236",2,"Male",20,0.999888871645677,"USfixed_preIFQ"
"237",3,"Male",20,0.999888871645677,"USfixed_preIFQ"
"238",4,"Male",20,0.999888871645677,"USfixed_preIFQ"
"239",5,"Male",20,0.999888871645677,"USfixed_preIFQ"
"240",6,"Male",20,0.999888871645677,"USfixed_preIFQ"
"241",1,"Female",21,0.999999981975604,"USfixed_preIFQ"
"242",2,"Female",21,0.999999981975604,"USfixed_preIFQ"
"243",3,"Female",21,0.999999981975604,"USfixed_preIFQ"
"244",4,"Female",21,0.999999981975604,"USfixed_preIFQ"
"245",5,"Female",21,0.999999981975604,"USfixed_preIFQ"
"246",6,"Female",21,0.999999981975604,"USfixed_preIFQ"
"247",1,"Male",21,0.999933527353103,"USfixed_preIFQ"
"248",2,"Male",21,0.999933527353103,"USfixed_preIFQ"
"249",3,"Male",21,0.999933527353103,"USfixed_preIFQ"
"250",4,"Male",21,0.999933527353103,"USfixed_preIFQ"
"251",5,"Male",21,0.999933527353103,"USfixed_preIFQ"
"252",6,"Male",21,0.999933527353103,"USfixed_preIFQ"
"253",1,"Female",22,0.999999992554974,"USfixed_preIFQ"
"254",2,"Female",22,0.999999992554974,"USfixed_preIFQ"
"255",3,"Female",22,0.999999992554974,"USfixed_preIFQ"
"256",4,"Female",22,0.999999992554974,"USfixed_preIFQ"
"257",5,"Female",22,0.999999992554974,"USfixed_preIFQ"
"258",6,"Female",22,0.999999992554974,"USfixed_preIFQ"
"259",1,"Male",22,0.99996023936901,"USfixed_preIFQ"
"260",2,"Male",22,0.99996023936901,"USfixed_preIFQ"
"261",3,"Male",22,0.99996023936901,"USfixed_preIFQ"
"262",4,"Male",22,0.99996023936901,"USfixed_preIFQ"
"263",5,"Male",22,0.99996023936901,"USfixed_preIFQ"
"264",6,"Male",22,0.99996023936901,"USfixed_preIFQ"
"265",1,"Female",23,0.999999996924811,"USfixed_preIFQ"
"266",2,"Female",23,0.999999996924811,"USfixed_preIFQ"
"267",3,"Female",23,0.999999996924811,"USfixed_preIFQ"
"268",4,"Female",23,0.999999996924811,"USfixed_preIFQ"
"269",5,"Female",23,0.999999996924811,"USfixed_preIFQ"
"270",6,"Female",23,0.999999996924811,"USfixed_preIFQ"
"271",1,"Male",23,0.999976217423561,"USfixed_preIFQ"
"272",2,"Male",23,0.999976217423561,"USfixed_preIFQ"
"273",3,"Male",23,0.999976217423561,"USfixed_preIFQ"
"274",4,"Male",23,0.999976217423561,"USfixed_preIFQ"
"275",5,"Male",23,0.999976217423561,"USfixed_preIFQ"
"276",6,"Male",23,0.999976217423561,"USfixed_preIFQ"
"277",1,"Female",24,0.999999998729785,"USfixed_preIFQ"
"278",2,"Female",24,0.999999998729785,"USfixed_preIFQ"
"279",3,"Female",24,0.999999998729785,"USfixed_preIFQ"
"280",4,"Female",24,0.999999998729785,"USfixed_preIFQ"
"281",5,"Female",24,0.999999998729785,"USfixed_preIFQ"
"282",6,"Female",24,0.999999998729785,"USfixed_preIFQ"
"283",1,"Male",24,0.999985774689783,"USfixed_preIFQ"
"284",2,"Male",24,0.999985774689783,"USfixed_preIFQ"
"285",3,"Male",24,0.999985774689783,"USfixed_preIFQ"
"286",4,"Male",24,0.999985774689783,"USfixed_preIFQ"
"287",5,"Male",24,0.999985774689783,"USfixed_preIFQ"
"288",6,"Male",24,0.999985774689783,"USfixed_preIFQ"
"289",1,"Female",25,0.999999999475334,"USfixed_preIFQ"
"290",2,"Female",25,0.999999999475334,"USfixed_preIFQ"
"291",3,"Female",25,0.999999999475334,"USfixed_preIFQ"
"292",4,"Female",25,0.999999999475334,"USfixed_preIFQ"
"293",5,"Female",25,0.999999999475334,"USfixed_preIFQ"
"294",6,"Female",25,0.999999999475334,"USfixed_preIFQ"
"295",1,"Male",25,0.99999149130566,"USfixed_preIFQ"
"296",2,"Male",25,0.99999149130566,"USfixed_preIFQ"
"297",3,"Male",25,0.99999149130566,"USfixed_preIFQ"
"298",4,"Male",25,0.99999149130566,"USfixed_preIFQ"
"299",5,"Male",25,0.99999149130566,"USfixed_preIFQ"
"300",6,"Male",25,0.99999149130566,"USfixed_preIFQ"
"301",1,"Female",26,0.999999999783285,"USfixed_preIFQ"
"302",2,"Female",26,0.999999999783285,"USfixed_preIFQ"
"303",3,"Female",26,0.999999999783285,"USfixed_preIFQ"
"304",4,"Female",26,0.999999999783285,"USfixed_preIFQ"
"305",5,"Female",26,0.999999999783285,"USfixed_preIFQ"
"306",6,"Female",26,0.999999999783285,"USfixed_preIFQ"
"307",1,"Male",26,0.999994910640826,"USfixed_preIFQ"
"308",2,"Male",26,0.999994910640826,"USfixed_preIFQ"
"309",3,"Male",26,0.999994910640826,"USfixed_preIFQ"
"310",4,"Male",26,0.999994910640826,"USfixed_preIFQ"
"311",5,"Male",26,0.999994910640826,"USfixed_preIFQ"
"312",6,"Male",26,0.999994910640826,"USfixed_preIFQ"
"313",1,"Female",27,0.999999999910485,"USfixed_preIFQ"
"314",2,"Female",27,0.999999999910485,"USfixed_preIFQ"
"315",3,"Female",27,0.999999999910485,"USfixed_preIFQ"
"316",4,"Female",27,0.999999999910485,"USfixed_preIFQ"
"317",5,"Female",27,0.999999999910485,"USfixed_preIFQ"
"318",6,"Female",27,0.999999999910485,"USfixed_preIFQ"
"319",1,"Male",27,0.999996955873583,"USfixed_preIFQ"
"320",2,"Male",27,0.999996955873583,"USfixed_preIFQ"
"321",3,"Male",27,0.999996955873583,"USfixed_preIFQ"
"322",4,"Male",27,0.999996955873583,"USfixed_preIFQ"
"323",5,"Male",27,0.999996955873583,"USfixed_preIFQ"
"324",6,"Male",27,0.999996955873583,"USfixed_preIFQ"
"325",1,"Female",28,0.999999999963026,"USfixed_preIFQ"
"326",2,"Female",28,0.999999999963026,"USfixed_preIFQ"
"327",3,"Female",28,0.999999999963026,"USfixed_preIFQ"
"328",4,"Female",28,0.999999999963026,"USfixed_preIFQ"
"329",5,"Female",28,0.999999999963026,"USfixed_preIFQ"
"330",6,"Female",28,0.999999999963026,"USfixed_preIFQ"
"331",1,"Male",28,0.999998179201407,"USfixed_preIFQ"
"332",2,"Male",28,0.999998179201407,"USfixed_preIFQ"
"333",3,"Male",28,0.999998179201407,"USfixed_preIFQ"
"334",4,"Male",28,0.999998179201407,"USfixed_preIFQ"
"335",5,"Male",28,0.999998179201407,"USfixed_preIFQ"
"336",6,"Male",28,0.999998179201407,"USfixed_preIFQ"
"337",1,"Female",29,0.999999999984728,"USfixed_preIFQ"
"338",2,"Female",29,0.999999999984728,"USfixed_preIFQ"
"339",3,"Female",29,0.999999999984728,"USfixed_preIFQ"
"340",4,"Female",29,0.999999999984728,"USfixed_preIFQ"
"341",5,"Female",29,0.999999999984728,"USfixed_preIFQ"
"342",6,"Female",29,0.999999999984728,"USfixed_preIFQ"
"343",1,"Male",29,0.999998910917146,"USfixed_preIFQ"
"344",2,"Male",29,0.999998910917146,"USfixed_preIFQ"
"345",3,"Male",29,0.999998910917146,"USfixed_preIFQ"
"346",4,"Male",29,0.999998910917146,"USfixed_preIFQ"
"347",5,"Male",29,0.999998910917146,"USfixed_preIFQ"
"348",6,"Male",29,0.999998910917146,"USfixed_preIFQ"
"349",1,"Female",30,0.999999999993692,"USfixed_preIFQ"
"350",2,"Female",30,0.999999999993692,"USfixed_preIFQ"
"351",3,"Female",30,0.999999999993692,"USfixed_preIFQ"
"352",4,"Female",30,0.999999999993692,"USfixed_preIFQ"
"353",5,"Female",30,0.999999999993692,"USfixed_preIFQ"
"354",6,"Female",30,0.999999999993692,"USfixed_preIFQ"
"355",1,"Male",30,0.999999348581925,"USfixed_preIFQ"
"356",2,"Male",30,0.999999348581925,"USfixed_preIFQ"
"357",3,"Male",30,0.999999348581925,"USfixed_preIFQ"
"358",4,"Male",30,0.999999348581925,"USfixed_preIFQ"
"359",5,"Male",30,0.999999348581925,"USfixed_preIFQ"
"360",6,"Male",30,0.999999348581925,"USfixed_preIFQ"
"361",1,"Female",1,0.532409775375872,"USfixed_postIFQ"
"362",2,"Female",1,0.532409775375872,"USfixed_postIFQ"
"363",3,"Female",1,0.532409775375872,"USfixed_postIFQ"
"364",4,"Female",1,0.470758740177664,"USfixed_postIFQ"
"365",5,"Female",1,0.405246289500217,"USfixed_postIFQ"
"366",6,"Female",1,0.405246289500217,"USfixed_postIFQ"
"367",1,"Male",1,0.54791749664295,"USfixed_postIFQ"
"368",2,"Male",1,0.54791749664295,"USfixed_postIFQ"
"369",3,"Male",1,0.54791749664295,"USfixed_postIFQ"
"370",4,"Male",1,0.449638114498567,"USfixed_postIFQ"
"371",5,"Male",1,0.415665880322268,"USfixed_postIFQ"
"372",6,"Male",1,0.415665880322268,"USfixed_postIFQ"
"373",1,"Female",2,0.733802445110718,"USfixed_postIFQ"
"374",2,"Female",2,0.733802445110718,"USfixed_postIFQ"
"375",3,"Female",2,0.733802445110718,"USfixed_postIFQ"
"376",4,"Female",2,0.682889190674862,"USfixed_postIFQ"
"377",5,"Female",2,0.622583315042845,"USfixed_postIFQ"
"378",6,"Female",2,0.622583315042845,"USfixed_postIFQ"
"379",1,"Male",2,0.792320295162163,"USfixed_postIFQ"
"380",2,"Male",2,0.792320295162163,"USfixed_postIFQ"
"381",3,"Male",2,0.792320295162163,"USfixed_postIFQ"
"382",4,"Male",2,0.720023003280888,"USfixed_postIFQ"
"383",5,"Male",2,0.69128155161491,"USfixed_postIFQ"
"384",6,"Male",2,0.69128155161491,"USfixed_postIFQ"
"385",1,"Female",3,0.869685526170069,"USfixed_postIFQ"
"386",2,"Female",3,0.869685526170069,"USfixed_postIFQ"
"387",3,"Female",3,0.869685526170069,"USfixed_postIFQ"
"388",4,"Female",3,0.839061451029101,"USfixed_postIFQ"
"389",5,"Female",3,0.799746000016806,"USfixed_postIFQ"
"390",6,"Female",3,0.799746000016806,"USfixed_postIFQ"
"391",1,"Male",3,0.923131632521545,"USfixed_postIFQ"
"392",2,"Male",3,0.923131632521545,"USfixed_postIFQ"
"393",3,"Male",3,0.923131632521545,"USfixed_postIFQ"
"394",4,"Male",3,0.89005317779097,"USfixed_postIFQ"
"395",5,"Male",3,0.875754481815803,"USfixed_postIFQ"
"396",6,"Male",3,0.875754481815803,"USfixed_postIFQ"
"397",1,"Female",4,0.941715176338004,"USfixed_postIFQ"
"398",2,"Female",4,0.941715176338004,"USfixed_postIFQ"
"399",3,"Female",4,0.941715176338004,"USfixed_postIFQ"
"400",4,"Female",4,0.926589341798729,"USfixed_postIFQ"
"401",5,"Female",4,0.906267336988061,"USfixed_postIFQ"
"402",6,"Female",4,0.906267336988061,"USfixed_postIFQ"
"403",1,"Male",4,0.974228736721794,"USfixed_postIFQ"
"404",2,"Male",4,0.974228736721794,"USfixed_postIFQ"
"405",3,"Male",4,0.974228736721794,"USfixed_postIFQ"
"406",4,"Male",4,0.962239255863753,"USfixed_postIFQ"
"407",5,"Male",4,0.956873554739151,"USfixed_postIFQ"
"408",6,"Male",4,0.956873554739151,"USfixed_postIFQ"
"409",1,"Female",5,0.975072522066805,"USfixed_postIFQ"
"410",2,"Female",5,0.975072522066805,"USfixed_postIFQ"
"411",3,"Female",5,0.975072522066805,"USfixed_postIFQ"
"412",4,"Female",5,0.968312154927945,"USfixed_postIFQ"
"413",5,"Female",5,0.959029424421733,"USfixed_postIFQ"
"414",6,"Female",5,0.959029424421733,"USfixed_postIFQ"
"415",1,"Male",5,0.991666429179012,"USfixed_postIFQ"
"416",2,"Male",5,0.991666429179012,"USfixed_postIFQ"
"417",3,"Male",5,0.991666429179012,"USfixed_postIFQ"
"418",4,"Male",5,0.987686896978077,"USfixed_postIFQ"
"419",5,"Male",5,0.985884191418857,"USfixed_postIFQ"
"420",6,"Male",5,0.985884191418857,"USfixed_postIFQ"
"421",1,"Female",6,0.989550752860071,"USfixed_postIFQ"
"422",2,"Female",6,0.989550752860071,"USfixed_postIFQ"
"423",3,"Female",6,0.989550752860071,"USfixed_postIFQ"
"424",4,"Female",6,0.986663196378313,"USfixed_postIFQ"
"425",5,"Female",6,0.982660006944779,"USfixed_postIFQ"
"426",6,"Female",6,0.982660006944779,"USfixed_postIFQ"
"427",1,"Male",6,0.9973374462005,"USfixed_postIFQ"
"428",2,"Male",6,0.9973374462005,"USfixed_postIFQ"
"429",3,"Male",6,0.9973374462005,"USfixed_postIFQ"
"430",4,"Male",6,0.996055223652662,"USfixed_postIFQ"
"431",5,"Male",6,0.995472070205489,"USfixed_postIFQ"
"432",6,"Male",6,0.995472070205489,"USfixed_postIFQ"
"433",1,"Female",7,0.995657275249303,"USfixed_postIFQ"
"434",2,"Female",7,0.995657275249303,"USfixed_postIFQ"
"435",3,"Female",7,0.995657275249303,"USfixed_postIFQ"
"436",4,"Female",7,0.994447733608594,"USfixed_postIFQ"
